lat,lng
-0.07,-78.36
0.33,-78.13
-0.19,-78.43
-0.37,-78.45
-0.99,-78.59
-0.20,-78.47
-0.22,-78.33
-0.33,-78.49
-0.03,-78.44
-0.96,-78.69
-0.33,-78.40
-0.29,-79.18
-0.41,-79.28
-0.18,-78.39
-0.11,-78.51
-0.84,-78.67
0.31,-78.12
-0.38,-78.48
-0.41,-78.54
-1.28,-78.64
-0.15,-78.42
0.25,0.00
-0.26,-79.21
-0.28,-78.56
-1.26,-78.63
-0.07,-78.46
-0.23,-79.16
-0.25,-79.19
-0.21,-78.41
-0.31,-78.48
-0.21,-78.48
-0.33,-78.43
-0.23,-78.48
-0.13,-78.48
-0.10,-78.45
-0.31,-78.49
-0.31,-78.42
0.05,-78.20
-0.27,-79.20
-0.24,-78.54
-0.05,-78.46
-0.10,-78.47
-0.38,-78.50
-0.27,-79.12
-0.27,-78.51
-0.29,-78.49
-0.25,-79.17
-0.18,-78.36
-0.32,-78.43
-0.14,-78.49
0.26,-78.24
-0.12,0.00
0.00,-78.51
-0.95,-78.61
-0.06,-78.51
-0.32,-78.57
-0.19,-78.44
-0.17,-78.44
-1.22,-78.59
-0.28,-79.47
-0.30,-78.52
-0.05,-78.43
-0.36,-78.55
-1.88,-80.15
-1.28,-78.66
-0.20,-78.51
-0.32,-78.56
-0.10,-78.49
-0.26,-78.53
-0.09,-78.47
-1.27,-78.63
-0.25,-79.20
-0.06,-78.46
-0.32,-79.17
0.39,-78.11
-0.13,-78.50
-0.19,-78.37
-0.16,-78.31
-1.38,-78.61
-0.06,-78.47
-0.29,-79.19
-0.08,-78.99
-0.13,-78.46
-0.15,-78.31
0.00,-78.46
-0.22,-78.39
-1.10,-78.60
-0.22,-78.50
0.04,-78.35
-0.33,-78.42
-0.08,-78.48
-0.19,-78.45
-0.38,-78.55
-0.31,-78.52
-2.33,-80.27
-0.97,-78.61
-0.30,-78.45
0.04,-78.14
-0.04,-78.44
-0.32,-78.50
-0.31,-78.50
-0.23,-78.32
0.31,-78.14
0.50,-78.19
-0.21,-78.34
-0.07,0.00
-0.35,-78.46
-0.06,-78.44
-0.76,-78.62
0.16,-78.19
0.01,-78.48
-0.19,-78.47
0.35,-78.15
-0.39,-78.55
0.38,-78.13
-0.18,-78.34
-0.77,-78.60
-0.28,-78.50
0.30,-78.12
-0.17,-78.46
0.22,-78.23
-0.18,-79.03
-0.20,-78.36
-0.20,-78.34
-0.27,-78.57
-0.25,-79.21
-0.26,-79.20
-0.33,-78.54
-1.24,-78.62
-0.47,-78.59
0.38,-78.12
-0.19,-78.51
-0.13,-78.47
-0.34,-78.57
-0.29,-78.54
0.36,-78.13
-0.25,0.00
-0.33,0.00
-0.31,-78.45
-0.27,-79.17
0.30,-78.13
-0.22,-78.45
-1.28,-78.63
-0.40,-78.54
-0.33,-78.56
-0.24,-78.51
-0.07,-78.43
-0.20,-78.48
-0.11,-78.41
0.28,-78.23
-0.95,-78.70
-0.23,-78.33
-0.31,-78.55
-0.08,-78.29
-0.22,-78.52
-0.27,-78.53
-0.19,-78.34
-1.39,-78.61
-0.33,-78.46
-0.09,-78.52
-0.35,-78.43
-0.29,0.00
-0.14,-78.47
-0.29,-78.45
-0.24,-78.50
-0.31,-78.43
-1.16,-78.54
-0.11,-78.39
-0.33,-78.53
-0.10,-78.43
-0.32,-78.48
0.21,-78.25
-0.28,-78.52
0.30,-78.27
0.32,0.00
0.24,-78.25
-0.28,-79.20
-0.18,-78.44
-0.33,-78.50
-0.09,-78.46
-0.20,-78.43
-0.82,-78.64
0.01,-78.45
-0.34,-78.44
-0.05,-78.42
-0.14,-78.48
-0.18,-78.43
-0.20,-78.42
-1.27,-78.62
-0.33,-78.48
-0.32,-78.42
-1.31,-78.64
-1.32,-78.64
-0.06,-78.41
-0.37,-78.37
-0.35,-78.54
-0.27,-78.47
-0.36,-78.53
0.29,0.00
-0.27,-79.11
-0.19,0.00
-0.15,-78.49
-0.09,-78.53
-1.22,-78.62
-0.06,-79.44
-0.12,-78.42
-1.23,-78.68
0.35,-78.11
-0.16,-78.46
-0.38,0.00
0.33,-78.21
-0.91,-78.64
-0.31,-78.35
0.18,-78.21
-1.18,-78.54
0.28,-78.27
0.37,-78.12
0.34,-78.18
-0.35,-78.41
-0.29,-79.22
-1.29,-78.61
-0.18,-78.38
-0.10,-78.40
-0.14,-78.52
-1.32,-78.60
-0.10,-78.31
0.24,0.00
-0.29,-78.51
-0.41,0.00
-0.30,-78.41
-0.31,-78.53
-0.34,-78.42
-1.04,-78.59
-0.27,-79.16
-0.24,-78.33
-0.15,-78.46
-0.29,-78.48
-0.94,-78.61
-0.30,-78.48
-0.22,-78.49
-0.14,-78.43
-0.26,-79.18
-0.26,0.00
-0.27,-78.54
-0.34,0.00
0.30,-78.21
-0.27,-79.18
-0.24,-78.32
-0.27,0.00
-0.06,-78.36
-0.27,-79.47
-0.01,-78.45
-0.29,-78.58
0.18,-78.41
-0.47,-78.58
-0.37,-78.49
-0.15,-78.47
-0.34,-78.43
-0.23,-78.51
-0.18,-78.47
0.00,-78.45
-0.29,-78.57
-0.11,-78.48
0.35,-78.14
-0.16,-78.48
0.34,-78.16
0.28,-78.28
-0.22,-79.16
-0.18,-78.51
-0.24,-78.49
-0.28,-79.46
-0.07,-78.51
-0.41,-78.55
-0.21,-78.40
-0.23,-78.34
-0.18,-78.49
0.32,-78.12
-0.27,-78.55
-0.34,-78.38
-0.30,-78.57
-0.34,-78.48
-0.24,-79.18
-0.21,-78.51
-0.17,-78.32
-0.26,-78.51
0.22,-78.26
-0.25,-78.55
-0.39,-78.52
-0.29,-78.40
0.07,-78.40
-0.51,-78.56
-0.33,-78.52
-0.29,-78.53
-0.33,-78.47
-0.27,-78.48
-1.27,-78.64
-0.14,-78.50
-0.12,-78.48
0.06,-78.34
0.27,-78.24
-0.15,-78.50
0.31,-78.23
0.03,-78.15
-0.10,-78.50
-0.25,-78.49
-1.23,-78.69
-1.87,-79.99
-0.21,0.00
-0.28,-78.37
-0.27,-78.50
-0.11,-78.29
-0.30,-78.43
-0.31,-78.46
0.23,-78.27
-0.32,-78.52
-0.42,-78.80
-0.38,-78.49
-0.35,-78.53
-0.20,0.00
-0.93,-78.68
-0.05,-78.35
0.05,-78.14
-0.12,-78.32
-0.05,-78.29
0.02,-78.88
-0.22,-78.43
-1.33,-78.55
0.02,-78.47
-0.02,-78.45
-0.19,-78.38
-0.17,-78.42
-0.95,-78.64
0.36,-78.11
-0.58,-79.37
-0.26,-79.48
-0.40,-78.53
-0.30,-78.42
-0.09,-78.51
-0.30,-78.44
-0.11,-78.45
-0.26,-78.55
-0.28,-79.21
-0.23,-78.49
-0.23,-78.52
-0.20,-78.49
-0.32,-78.46
-0.29,-78.52
-0.19,-78.46
-0.08,-78.51
-0.10,-78.52
-0.24,-78.53
0.36,-78.12
-0.10,-78.44
-0.11,0.00
-0.19,-78.49
-0.32,-78.53
-0.06,-78.35
-0.51,-78.57
-0.32,-79.16
-0.24,-79.14
-2.23,-80.89
-0.36,-78.56
-0.14,-78.51
-0.35,-78.44
-1.24,-78.63
-0.26,-78.56
0.01,-78.46
-1.36,-78.62
-0.28,-79.18
0.06,-78.40
-0.25,-79.12
-0.07,-78.35
-0.52,-78.58
-1.13,-78.54
-0.19,-78.39
-0.33,-78.44
-0.22,0.00
-0.17,-78.43
0.25,-78.24
-0.11,-78.43
-0.14,-78.42
-0.27,-79.19
-0.26,-78.54
-1.25,-78.61
-0.13,-78.44
-0.26,-78.48
-0.81,-78.64
-0.23,-78.40
-0.01,-78.44
-0.29,-78.41
-0.28,-78.48
0.00,-79.39
-0.51,-78.58
0.33,-78.22
-0.93,-78.67
-1.05,-78.59
0.13,-78.19
-0.09,0.00
0.26,-78.25
-0.06,0.00
-0.27,-78.52
-0.52,-78.59
-0.37,-78.54
-0.76,-78.63
-0.13,-78.52
-0.32,-79.00
-0.39,-78.51
-0.21,-78.53
-1.17,-78.54
-0.13,-78.43
-1.29,-78.62
-0.07,-78.37
-0.21,-78.36
-0.41,-78.80
-0.37,-78.48
0.05,-78.22
0.33,-78.14
-1.27,-78.61
37.34,-121.89
-0.90,-78.63
-0.16,-78.43
0.32,-78.13
-0.88,-78.64
-0.25,-78.58
-0.06,-78.52
0.24,-78.29
0.33,-78.11
-0.06,-78.29
-0.07,-78.29
-0.12,-78.52
-0.03,0.00
-0.17,-78.36
0.34,-78.17
-0.05,-78.30
-0.42,-79.28
-1.32,-78.57
0.27,-78.23
0.33,-78.20
-0.25,-78.54
-0.21,-78.50
-0.19,-78.33
-0.12,-78.50
-0.11,-78.30
-0.10,-78.42
-0.14,0.00
-0.38,-78.51
-0.92,-78.63
-0.17,-78.48
-1.04,-78.58
-0.08,-78.43
-0.08,-78.41
-0.29,-78.44
-0.16,-78.47
-0.34,-78.58
-0.33,-78.57
-0.13,-78.51
-0.11,-78.44
-0.96,-78.60
-0.25,-78.53
-0.27,-78.35
-0.25,-78.51
-0.92,-78.61
-0.30,-78.55
0.33,-78.17
-0.37,-78.55
-0.27,-79.21
0.02,-78.44
-0.08,-78.42
-0.26,-78.49
-0.19,-78.50
-0.24,-78.52
-0.34,-78.56
-0.17,-78.33
-0.90,-78.62
0.17,-78.41
-0.09,-78.45
-0.23,-78.45
-0.30,-78.54
-0.18,-78.48
-0.36,-78.47
-0.57,-79.37
-0.14,-78.46
-0.07,-78.48
-0.52,-78.57
-0.24,-79.16
-2.20,-79.89
-0.23,-78.43
-0.29,-78.56
-0.93,-78.63
-0.29,-79.21
-0.32,-78.54
-0.50,-78.56
-1.22,-78.61
0.23,-78.26
-0.09,-79.28
-0.25,-79.15
-0.27,-78.46
-0.35,-78.56
-0.19,-78.48
0.37,-78.13
0.30,-78.23
-0.17,-78.47
-0.20,-78.45
-0.25,-78.50
-0.09,-78.41
-0.29,-79.20
-0.24,-79.15
-0.05,-78.28
-0.39,-79.37
-1.24,-78.61
-0.22,-78.35
-0.35,-78.48
-0.18,0.00
-0.89,-78.62
0.25,-78.25
0.28,-78.12
-0.02,-79.40
0.32,-78.17
-0.17,0.00
-0.08,-78.45
0.13,0.00
0.36,-78.15
-0.34,-78.37
-0.20,-78.39
-0.86,-78.60
-0.40,-79.30
-0.27,-79.45
-0.16,-78.33
-1.76,-79.79
-0.24,0.00
-0.10,-78.51
-0.20,-78.44
-0.07,-78.41
-0.09,-78.43
0.33,-78.12
0.00,-78.44
-0.91,-78.62
-0.16,-78.44
-0.21,-79.11
-0.05,-78.34
-0.22,-78.51
-0.18,-78.33
-0.34,-78.47
-0.09,-78.44
-0.71,-80.11
-0.23,-79.17
0.00,-79.40
-0.25,-79.18
-0.36,-78.57
-1.86,-79.98
-0.24,-79.20
-0.24,-79.35
-0.37,-78.38
-0.08,-78.46
-0.13,-78.42
-0.30,-78.56
-1.30,-78.70
0.19,-78.19
0.04,-78.15
-0.32,-78.39
-0.29,-78.55
-0.34,-78.49
-1.25,-78.62
-0.10,0.00
-0.22,-78.38
-0.09,-78.42
-0.38,-78.37
-0.10,-78.32
-0.30,-78.47
-0.96,-78.61
0.32,-78.16
-0.30,-78.49
-0.31,0.00
-1.29,-78.63
-1.28,-78.61
-0.15,-78.48
-0.38,-79.37
-1.40,-78.65
-0.30,-79.22
-0.36,-78.44
-0.24,-79.17
-0.28,-78.58
0.35,-78.13
-0.91,-78.63
-0.12,-78.43
0.03,-78.14
-0.28,-78.53
-0.89,-78.64
-0.13,-78.45
-0.33,-78.41
-0.34,-78.53
-1.83,-79.82
-0.21,-78.49
-0.15,-78.44
0.25,-78.27
0.32,-78.21
-1.40,-78.42
-0.21,-78.44
0.30,-78.26
0.31,-78.26
-0.07,-78.42
-1.42,-78.66
-0.10,-78.41
-0.93,-78.61
-0.07,-78.47
-0.19,-78.36
-0.07,-78.52
-0.38,-78.46
-1.03,-78.59
-0.39,-78.53
-0.99,-78.60
-1.23,-78.61
0.28,0.00
0.04,-78.25
-0.22,-78.44
-0.32,-78.99
-0.18,-79.02
-0.07,-78.30
-0.02,-78.44
-0.42,-78.55
-0.80,-78.65
-0.94,-78.62
-0.07,-78.44
-1.20,-78.60
-1.83,-79.81
