source_country,postal_code,macrozone,microzone
BRASIL,"06028110",Ext West Cities,PEND
BRASIL,"06028150",Ext West Cities,PEND
BRASIL,"06028160",Ext West Cities,PEND
BRASIL,"06030003",Ext West Cities,PEND
BRASIL,"06030016",Ext West Cities,PEND
BRASIL,"06030020",Ext West Cities,PEND
BRASIL,"06030095",Ext West Cities,PEND
BRASIL,"06033060",Ext West Cities,PEND
BRASIL,"06033210",Ext West Cities,PEND
BRASIL,"06033260",Ext West Cities,PEND
BRASIL,"06033330",Ext West Cities,PEND
BRASIL,"06036000",Ext West Cities,PEND
BRASIL,"06036003",Ext West Cities,PEND
BRASIL,"06036010",Ext West Cities,PEND
BRASIL,"06036013",Ext West Cities,PEND
BRASIL,"06036016",Ext West Cities,PEND
BRASIL,"06036018",Ext West Cities,PEND
BRASIL,"06038060",Ext West Cities,PEND
BRASIL,"06038200",Ext West Cities,PEND
BRASIL,"06038240",Ext West Cities,PEND
BRASIL,"06040000",Ext West Cities,PEND
BRASIL,"06040004",Ext West Cities,PEND
BRASIL,"06040010",Ext West Cities,PEND
BRASIL,"06040160",Ext West Cities,PEND
BRASIL,"06040180",Ext West Cities,PEND
BRASIL,"06045000",Ext West Cities,PEND
BRASIL,"06045150",Ext West Cities,PEND
BRASIL,"06045210",Ext West Cities,PEND
BRASIL,"06045430",Ext West Cities,PEND
BRASIL,"06050210",Ext West Cities,PEND
BRASIL,"06053004",Ext West Cities,PEND
BRASIL,"06053007",Ext West Cities,PEND
BRASIL,"06053014",Ext West Cities,PEND
BRASIL,"06053020",Ext West Cities,PEND
BRASIL,"06053040",Ext West Cities,PEND
BRASIL,"06053120",Ext West Cities,PEND
BRASIL,"06053130",Ext West Cities,PEND
BRASIL,"06056000",Ext West Cities,PEND
BRASIL,"06056150",Ext West Cities,PEND
BRASIL,"06056398",Ext West Cities,PEND
BRASIL,"06056500",Ext West Cities,PEND
BRASIL,"06060000",Ext West Cities,PEND
BRASIL,"06060006",Ext West Cities,PEND
BRASIL,"06060010",Ext West Cities,PEND
BRASIL,"06060013",Ext West Cities,PEND
BRASIL,"06060040",Ext West Cities,PEND
BRASIL,"06060190",Ext West Cities,PEND
BRASIL,"06060260",Ext West Cities,PEND
BRASIL,"06060290",Ext West Cities,PEND
BRASIL,"06065100",Ext West Cities,PEND
BRASIL,"06065260",Ext West Cities,PEND
BRASIL,"06065310",Ext West Cities,PEND
BRASIL,"06070260",Ext West Cities,PEND
BRASIL,"06075080",Ext West Cities,PEND
BRASIL,"06075100",Ext West Cities,PEND
BRASIL,"06075130",Ext West Cities,PEND
BRASIL,"06075260",Ext West Cities,PEND
BRASIL,"06080125",Ext West Cities,PEND
BRASIL,"06083205",Ext West Cities,PEND
BRASIL,"06086075",Ext West Cities,PEND
BRASIL,"06086130",Ext West Cities,PEND
BRASIL,"06086170",Ext West Cities,PEND
BRASIL,"06090010",Ext West Cities,PEND
BRASIL,"06090015",Ext West Cities,PEND
BRASIL,"06090020",Ext West Cities,PEND
BRASIL,"06090023",Ext West Cities,PEND
BRASIL,"06093020",Ext West Cities,PEND
BRASIL,"06097040",Ext West Cities,PEND
BRASIL,"06097100",Ext West Cities,PEND
BRASIL,"06110100",Ext West Cities,PEND
BRASIL,"06110115",Ext West Cities,PEND
BRASIL,"06110160",Ext West Cities,PEND
BRASIL,"06110250",Ext West Cities,PEND
BRASIL,"06110260",Ext West Cities,PEND
BRASIL,"06112010",Ext West Cities,PEND
BRASIL,"06112120",Ext West Cities,PEND
BRASIL,"06114020",Ext West Cities,PEND
BRASIL,"06114022",Ext West Cities,PEND
BRASIL,"06114026",Ext West Cities,PEND
BRASIL,"06114029",Ext West Cities,PEND
BRASIL,"06114100",Ext West Cities,PEND
BRASIL,"06114150",Ext West Cities,PEND
BRASIL,"06120100",Ext West Cities,PEND
BRASIL,"06120200",Ext West Cities,PEND
BRASIL,"06120240",Ext West Cities,PEND
BRASIL,"06122160",Ext West Cities,PEND
BRASIL,"06122170",Ext West Cities,PEND
BRASIL,"06122190",Ext West Cities,PEND
BRASIL,"06124010",Ext West Cities,PEND
BRASIL,"06124080",Ext West Cities,PEND
BRASIL,"06124330",Ext West Cities,PEND
BRASIL,"06126000",Ext West Cities,PEND
BRASIL,"06126010",Ext West Cities,PEND
BRASIL,"06126120",Ext West Cities,PEND
BRASIL,"06130060",Ext West Cities,PEND
BRASIL,"06132000",Ext West Cities,PEND
BRASIL,"06132004",Ext West Cities,PEND
BRASIL,"06132006",Ext West Cities,PEND
BRASIL,"06132140",Ext West Cities,PEND
BRASIL,"06132380",Ext West Cities,PEND
BRASIL,"06140040",Ext West Cities,PEND
BRASIL,"06140052",Ext West Cities,PEND
BRASIL,"06140185",Ext West Cities,PEND
BRASIL,"06142000",Ext West Cities,PEND
BRASIL,"06142100",Ext West Cities,PEND
BRASIL,"06142130",Ext West Cities,PEND
BRASIL,"06142150",Ext West Cities,PEND
BRASIL,"06145075",Ext West Cities,PEND
BRASIL,"06145093",Ext West Cities,PEND
BRASIL,"06147015",Ext West Cities,PEND
BRASIL,"06149070",Ext West Cities,PEND
BRASIL,"06149120",Ext West Cities,PEND
BRASIL,"06149240",Ext West Cities,PEND
BRASIL,"06149250",Ext West Cities,PEND
BRASIL,"06149280",Ext West Cities,PEND
BRASIL,"06150000",Ext West Cities,PEND
BRASIL,"06150140",Ext West Cities,PEND
BRASIL,"06150330",Ext West Cities,PEND
BRASIL,"06150540",Ext West Cities,PEND
BRASIL,"06150570",Ext West Cities,PEND
BRASIL,"06150610",Ext West Cities,PEND
BRASIL,"06152010",Ext West Cities,PEND
BRASIL,"06152020",Ext West Cities,PEND
BRASIL,"06154000",Ext West Cities,PEND
BRASIL,"06154170",Ext West Cities,PEND
BRASIL,"06154190",Ext West Cities,PEND
BRASIL,"06160000",Ext West Cities,PEND
BRASIL,"06160002",Ext West Cities,PEND
BRASIL,"06160004",Ext West Cities,PEND
BRASIL,"06160040",Ext West Cities,PEND
BRASIL,"06160180",Ext West Cities,PEND
BRASIL,"06160255",Ext West Cities,PEND
BRASIL,"06160385",Ext West Cities,PEND
BRASIL,"06160400",Ext West Cities,PEND
BRASIL,"06162310",Ext West Cities,PEND
BRASIL,"06170210",Ext West Cities,PEND
BRASIL,"06170220",Ext West Cities,PEND
BRASIL,"06172000",Ext West Cities,PEND
BRASIL,"06172100",Ext West Cities,PEND
BRASIL,"06180000",Ext West Cities,PEND
BRASIL,"06180180",Ext West Cities,PEND
BRASIL,"06182290",Ext West Cities,PEND
BRASIL,"06184010",Ext West Cities,PEND
BRASIL,"06184060",Ext West Cities,PEND
BRASIL,"06186100",Ext West Cities,PEND
BRASIL,"06186150",Ext West Cities,PEND
BRASIL,"06186190",Ext West Cities,PEND
BRASIL,"06190000",Ext West Cities,PEND
BRASIL,"06190010",Ext West Cities,PEND
BRASIL,"06190070",Ext West Cities,PEND
BRASIL,"06190090",Ext West Cities,PEND
BRASIL,"06190160",Ext West Cities,PEND
BRASIL,"06192000",Ext West Cities,PEND
BRASIL,"06192010",Ext West Cities,PEND
BRASIL,"06192150",Ext West Cities,PEND
BRASIL,"06192200",Ext West Cities,PEND
BRASIL,"06192240",Ext West Cities,PEND
BRASIL,"06192260",Ext West Cities,PEND
BRASIL,"06194050",Ext West Cities,PEND
BRASIL,"06194060",Ext West Cities,PEND
BRASIL,"06194130",Ext West Cities,PEND
BRASIL,"06210005",Ext West Cities,PEND
BRASIL,"06210030",Ext West Cities,PEND
BRASIL,"06210070",Ext West Cities,PEND
BRASIL,"06210103",Ext West Cities,PEND
BRASIL,"06210135",Ext West Cities,PEND
BRASIL,"06213080",Ext West Cities,PEND
BRASIL,"06216000",Ext West Cities,PEND
BRASIL,"06216240",Ext West Cities,PEND
BRASIL,"06216280",Ext West Cities,PEND
BRASIL,"06220020",Ext West Cities,PEND
BRASIL,"06220050",Ext West Cities,PEND
BRASIL,"06220060",Ext West Cities,PEND
BRASIL,"06220180",Ext West Cities,PEND
BRASIL,"06220190",Ext West Cities,PEND
BRASIL,"06223080",Ext West Cities,PEND
BRASIL,"06223120",Ext West Cities,PEND
BRASIL,"06223140",Ext West Cities,PEND
BRASIL,"06223150",Ext West Cities,PEND
BRASIL,"06226006",Ext West Cities,PEND
BRASIL,"06226008",Ext West Cities,PEND
BRASIL,"06226030",Ext West Cities,PEND
BRASIL,"06226090",Ext West Cities,PEND
BRASIL,"06230020",Ext West Cities,PEND
BRASIL,"06230030",Ext West Cities,PEND
BRASIL,"06230040",Ext West Cities,PEND
BRASIL,"06230050",Ext West Cities,PEND
BRASIL,"06230100",Ext West Cities,PEND
BRASIL,"06230110",Ext West Cities,PEND
BRASIL,"06230150",Ext West Cities,PEND
BRASIL,"06233020",Ext West Cities,PEND
BRASIL,"06233030",Ext West Cities,PEND
BRASIL,"06233100",Ext West Cities,PEND
BRASIL,"06233150",Ext West Cities,PEND
BRASIL,"06236020",Ext West Cities,PEND
BRASIL,"06236030",Ext West Cities,PEND
BRASIL,"06236780",Ext West Cities,PEND
BRASIL,"06240010",Ext West Cities,PEND
BRASIL,"06240160",Ext West Cities,PEND
BRASIL,"06246030",Ext West Cities,PEND
BRASIL,"06246110",Ext West Cities,PEND
BRASIL,"06246150",Ext West Cities,PEND
BRASIL,"06250010",Ext West Cities,PEND
BRASIL,"06250270",Ext West Cities,PEND
BRASIL,"06253000",Ext West Cities,PEND
BRASIL,"06253100",Ext West Cities,PEND
BRASIL,"06260080",Ext West Cities,PEND
BRASIL,"06260170",Ext West Cities,PEND
BRASIL,"06263010",Ext West Cities,PEND
BRASIL,"06263100",Ext West Cities,PEND
BRASIL,"06263240",Ext West Cities,PEND
BRASIL,"06266030",Ext West Cities,PEND
BRASIL,"06266110",Ext West Cities,PEND
BRASIL,"06266412",Ext West Cities,PEND
BRASIL,"06266990",Ext West Cities,PEND
BRASIL,"06268000",Ext West Cities,PEND
BRASIL,"06268120",Ext West Cities,PEND
BRASIL,"06268140",Ext West Cities,PEND
BRASIL,"06268180",Ext West Cities,PEND
BRASIL,"06273000",Ext West Cities,PEND
BRASIL,"06273020",Ext West Cities,PEND
BRASIL,"06273050",Ext West Cities,PEND
BRASIL,"06273060",Ext West Cities,PEND
BRASIL,"06273070",Ext West Cities,PEND
BRASIL,"06273235",Ext West Cities,PEND
BRASIL,"06276100",Ext West Cities,PEND
BRASIL,"06278000",Ext West Cities,PEND
BRASIL,"06278030",Ext West Cities,PEND
BRASIL,"06278060",Ext West Cities,PEND
BRASIL,"06278090",Ext West Cities,PEND
BRASIL,"06280010",Ext West Cities,PEND
BRASIL,"06280030",Ext West Cities,PEND
BRASIL,"06280180",Ext West Cities,PEND
BRASIL,"06283030",Ext West Cities,PEND
BRASIL,"06283120",Ext West Cities,PEND
BRASIL,"06283125",Ext West Cities,PEND
BRASIL,"06286010",Ext West Cities,PEND
BRASIL,"06288020",Ext West Cities,PEND
BRASIL,"06288040",Ext West Cities,PEND
BRASIL,"06288220",Ext West Cities,PEND
BRASIL,"06290020",Ext West Cities,PEND
BRASIL,"06290050",Ext West Cities,PEND
BRASIL,"06290120",Ext West Cities,PEND
BRASIL,"06290150",Ext West Cities,PEND
BRASIL,"06290180",Ext West Cities,PEND
BRASIL,"06293090",Ext West Cities,PEND
BRASIL,"06293130",Ext West Cities,PEND
BRASIL,"06296290",Ext West Cities,PEND
BRASIL,"06298005",Ext West Cities,PEND
BRASIL,"06298006",Ext West Cities,PEND
BRASIL,"06298015",Ext West Cities,PEND
BRASIL,"06310040",Ext West Cities,PEND
BRASIL,"06310130",Ext West Cities,PEND
BRASIL,"06310160",Ext West Cities,PEND
BRASIL,"06310240",Ext West Cities,PEND
BRASIL,"06310300",Ext West Cities,PEND
BRASIL,"06310360",Ext West Cities,PEND
BRASIL,"06311000",Ext West Cities,PEND
BRASIL,"06311001",Ext West Cities,PEND
BRASIL,"06315180",Ext West Cities,PEND
BRASIL,"06315270",Ext West Cities,PEND
BRASIL,"06315340",Ext West Cities,PEND
BRASIL,"06317270",Ext West Cities,PEND
BRASIL,"06317340",Ext West Cities,PEND
BRASIL,"06317341",Ext West Cities,PEND
BRASIL,"06320060",Ext West Cities,PEND
BRASIL,"06320290",Ext West Cities,PEND
BRASIL,"06320291",Ext West Cities,PEND
BRASIL,"06321001",Ext West Cities,PEND
BRASIL,"06321050",Ext West Cities,PEND
BRASIL,"06321090",Ext West Cities,PEND
BRASIL,"06321220",Ext West Cities,PEND
BRASIL,"06321460",Ext West Cities,PEND
BRASIL,"06321620",Ext West Cities,PEND
BRASIL,"06321650",Ext West Cities,PEND
BRASIL,"06321651",Ext West Cities,PEND
BRASIL,"06322020",Ext West Cities,PEND
BRASIL,"06322060",Ext West Cities,PEND
BRASIL,"06322210",Ext West Cities,PEND
BRASIL,"06322320",Ext West Cities,PEND
BRASIL,"06327170",Ext West Cities,PEND
BRASIL,"06327270",Ext West Cities,PEND
BRASIL,"06329000",Ext West Cities,PEND
BRASIL,"06330000",Ext West Cities,PEND
BRASIL,"06330010",Ext West Cities,PEND
BRASIL,"06330065",Ext West Cities,PEND
BRASIL,"06330080",Ext West Cities,PEND
BRASIL,"06330120",Ext West Cities,PEND
BRASIL,"06330160",Ext West Cities,PEND
BRASIL,"06330210",Ext West Cities,PEND
BRASIL,"06330290",Ext West Cities,PEND
BRASIL,"06331110",Ext West Cities,PEND
BRASIL,"06331115",Ext West Cities,PEND
BRASIL,"06331240",Ext West Cities,PEND
BRASIL,"06331280",Ext West Cities,PEND
BRASIL,"06332150",Ext West Cities,PEND
BRASIL,"06332170",Ext West Cities,PEND
BRASIL,"06332440",Ext West Cities,PEND
BRASIL,"06333060",Ext West Cities,PEND
BRASIL,"06333330",Ext West Cities,PEND
BRASIL,"06333400",Ext West Cities,PEND
BRASIL,"06333460",Ext West Cities,PEND
BRASIL,"06334000",Ext West Cities,PEND
BRASIL,"06340000",Ext West Cities,PEND
BRASIL,"06340220",Ext West Cities,PEND
BRASIL,"06341000",Ext West Cities,PEND
BRASIL,"06341160",Ext West Cities,PEND
BRASIL,"06341170",Ext West Cities,PEND
BRASIL,"06341420",Ext West Cities,PEND
BRASIL,"06341650",Ext West Cities,PEND
BRASIL,"06343040",Ext West Cities,PEND
BRASIL,"06343410",Ext West Cities,PEND
BRASIL,"06343550",Ext West Cities,PEND
BRASIL,"06345290",Ext West Cities,PEND
BRASIL,"06345410",Ext West Cities,PEND
BRASIL,"06350270",Ext West Cities,PEND
BRASIL,"06355050",Ext West Cities,PEND
BRASIL,"06361120",Ext West Cities,PEND
BRASIL,"06361400",Ext West Cities,PEND
BRASIL,"06362110",Ext West Cities,PEND
BRASIL,"06364000",Ext West Cities,PEND
BRASIL,"06364070",Ext West Cities,PEND
BRASIL,"06365210",Ext West Cities,PEND
BRASIL,"06365450",Ext West Cities,PEND
BRASIL,"06380020",Ext West Cities,PEND
BRASIL,"06380021",Ext West Cities,PEND
BRASIL,"06380140",Ext West Cities,PEND
BRASIL,"06381085",Ext West Cities,PEND
BRASIL,"06381095",Ext West Cities,PEND
BRASIL,"06381200",Ext West Cities,PEND
BRASIL,"06381480",Ext West Cities,PEND
BRASIL,"06382000",Ext West Cities,PEND
BRASIL,"06382260",Ext West Cities,PEND
BRASIL,"06382330",Ext West Cities,PEND
BRASIL,"06385023",Ext West Cities,PEND
BRASIL,"06385430",Ext West Cities,PEND
BRASIL,"06386000",Ext West Cities,PEND
BRASIL,"06390000",Ext West Cities,PEND
BRASIL,"06390070",Ext West Cities,PEND
BRASIL,"06390250",Ext West Cities,PEND
BRASIL,"06390280",Ext West Cities,PEND
BRASIL,"06390330",Ext West Cities,PEND
BRASIL,"06390420",Ext West Cities,PEND
BRASIL,"06390440",Ext West Cities,PEND
BRASIL,"06390460",Ext West Cities,PEND
BRASIL,"06390500",Ext West Cities,PEND
BRASIL,"06395000",Ext West Cities,PEND
BRASIL,"06395010",Ext West Cities,PEND
BRASIL,"06395040",Ext West Cities,PEND
BRASIL,"06395060",Ext West Cities,PEND
BRASIL,"06395210",Ext West Cities,PEND
BRASIL,"06395230",Ext West Cities,PEND
BRASIL,"06396000",Ext West Cities,PEND
BRASIL,"06396120",Ext West Cities,PEND
BRASIL,"06396200",Ext West Cities,PEND
BRASIL,"06397000",Ext West Cities,PEND
BRASIL,"06397280",Ext West Cities,PEND
BRASIL,"06397500",Ext West Cities,PEND
BRASIL,"06401000",Ext West Cities,PEND
BRASIL,"06401010",Ext West Cities,PEND
BRASIL,"06401015",Ext West Cities,PEND
BRASIL,"06401050",Ext West Cities,PEND
BRASIL,"06401160",Ext West Cities,PEND
BRASIL,"06401170",Ext West Cities,PEND
BRASIL,"06402000",Ext West Cities,PEND
BRASIL,"06402040",Ext West Cities,PEND
BRASIL,"06402215",Ext West Cities,PEND
BRASIL,"06404110",Ext West Cities,PEND
BRASIL,"06404250",Ext West Cities,PEND
BRASIL,"06404301",Ext West Cities,PEND
BRASIL,"06404326",Ext West Cities,PEND
BRASIL,"06405005",Ext West Cities,PEND
BRASIL,"06405030",Ext West Cities,PEND
BRASIL,"06406130",Ext West Cities,PEND
BRASIL,"06407000",Ext West Cities,PEND
BRASIL,"06407020",Ext West Cities,PEND
BRASIL,"06407090",Ext West Cities,PEND
BRASIL,"06407220",Ext West Cities,PEND
BRASIL,"06408000",Ext West Cities,PEND
BRASIL,"06408030",Ext West Cities,PEND
BRASIL,"06408050",Ext West Cities,PEND
BRASIL,"06409000",Ext West Cities,PEND
BRASIL,"06409010",Ext West Cities,PEND
BRASIL,"06409040",Ext West Cities,PEND
BRASIL,"06409070",Ext West Cities,PEND
BRASIL,"06409080",Ext West Cities,PEND
BRASIL,"06409140",Ext West Cities,PEND
BRASIL,"06410000",Ext West Cities,PEND
BRASIL,"06411070",Ext West Cities,PEND
BRASIL,"06411150",Ext West Cities,PEND
BRASIL,"06411180",Ext West Cities,PEND
BRASIL,"06412170",Ext West Cities,PEND
BRASIL,"06412180",Ext West Cities,PEND
BRASIL,"06413000",Ext West Cities,PEND
BRASIL,"06413050",Ext West Cities,PEND
BRASIL,"06413690",Ext West Cities,PEND
BRASIL,"06414000",Ext West Cities,PEND
BRASIL,"06414005",Ext West Cities,PEND
BRASIL,"06415000",Ext West Cities,PEND
BRASIL,"06415070",Ext West Cities,PEND
BRASIL,"06415120",Ext West Cities,PEND
BRASIL,"06415230",Ext West Cities,PEND
BRASIL,"06416080",Ext West Cities,PEND
BRASIL,"06416230",Ext West Cities,PEND
BRASIL,"06417000",Ext West Cities,PEND
BRASIL,"06417010",Ext West Cities,PEND
BRASIL,"06417060",Ext West Cities,PEND
BRASIL,"06417070",Ext West Cities,PEND
BRASIL,"06419000",Ext West Cities,PEND
BRASIL,"06419040",Ext West Cities,PEND
BRASIL,"06419180",Ext West Cities,PEND
BRASIL,"06419280",Ext West Cities,PEND
BRASIL,"06420130",Ext West Cities,PEND
BRASIL,"06420160",Ext West Cities,PEND
BRASIL,"06420250",Ext West Cities,PEND
BRASIL,"06420340",Ext West Cities,PEND
BRASIL,"06422010",Ext West Cities,PEND
BRASIL,"06422030",Ext West Cities,PEND
BRASIL,"06422120",Ext West Cities,PEND
BRASIL,"06422122",Ext West Cities,PEND
BRASIL,"06422144",Ext West Cities,PEND
BRASIL,"06422150",Ext West Cities,PEND
BRASIL,"06423150",Ext West Cities,PEND
BRASIL,"06428020",Ext West Cities,PEND
BRASIL,"06429120",Ext West Cities,PEND
BRASIL,"06429200",Ext West Cities,PEND
BRASIL,"06429345",Ext West Cities,PEND
BRASIL,"06433000",Ext West Cities,PEND
BRASIL,"06433010",Ext West Cities,PEND
BRASIL,"06433190",Ext West Cities,PEND
BRASIL,"06433250",Ext West Cities,PEND
BRASIL,"06434000",Ext West Cities,PEND
BRASIL,"06434150",Ext West Cities,PEND
BRASIL,"06434210",Ext West Cities,PEND
BRASIL,"06435030",Ext West Cities,PEND
BRASIL,"06435220",Ext West Cities,PEND
BRASIL,"06436000",Ext West Cities,PEND
BRASIL,"06436030",Ext West Cities,PEND
BRASIL,"06436040",Ext West Cities,PEND
BRASIL,"06436080",Ext West Cities,PEND
BRASIL,"06436120",Ext West Cities,PEND
BRASIL,"06436130",Ext West Cities,PEND
BRASIL,"06436250",Ext West Cities,PEND
BRASIL,"06436290",Ext West Cities,PEND
BRASIL,"06436300",Ext West Cities,PEND
BRASIL,"06436380",Ext West Cities,PEND
BRASIL,"06436390",Ext West Cities,PEND
BRASIL,"06437040",Ext West Cities,PEND
BRASIL,"06437100",Ext West Cities,PEND
BRASIL,"06437220",Ext West Cities,PEND
BRASIL,"06440000",Ext West Cities,PEND
BRASIL,"06440010",Ext West Cities,PEND
BRASIL,"06440030",Ext West Cities,PEND
BRASIL,"06440040",Ext West Cities,PEND
BRASIL,"06440090",Ext West Cities,PEND
BRASIL,"06440145",Ext West Cities,PEND
BRASIL,"06442080",Ext West Cities,PEND
BRASIL,"06444000",Ext West Cities,PEND
BRASIL,"06445020",Ext West Cities,PEND
BRASIL,"06445110",Ext West Cities,PEND
BRASIL,"06447010",Ext West Cities,PEND
BRASIL,"06447090",Ext West Cities,PEND
BRASIL,"06447190",Ext West Cities,PEND
BRASIL,"06447280",Ext West Cities,PEND
BRASIL,"06447300",Ext West Cities,PEND
BRASIL,"06447330",Ext West Cities,PEND
BRASIL,"06447370",Ext West Cities,PEND
BRASIL,"06447540",Ext West Cities,PEND
BRASIL,"06449000",Ext West Cities,PEND
BRASIL,"06449300",Ext West Cities,PEND
BRASIL,"06453001",Ext West Cities,PEND
BRASIL,"06453003",Ext West Cities,PEND
BRASIL,"06453005",Ext West Cities,PEND
BRASIL,"06453016",Ext West Cities,PEND
BRASIL,"06453040",Ext West Cities,PEND
BRASIL,"06453053",Ext West Cities,PEND
BRASIL,"06454000",Ext West Cities,PEND
BRASIL,"06454010",Ext West Cities,PEND
BRASIL,"06454050",Ext West Cities,PEND
BRASIL,"06454070",Ext West Cities,PEND
BRASIL,"06455000",Ext West Cities,PEND
BRASIL,"06455930",Ext West Cities,PEND
BRASIL,"06460000",Ext West Cities,PEND
BRASIL,"06460010",Ext West Cities,PEND
BRASIL,"06462000",Ext West Cities,PEND
BRASIL,"06462070",Ext West Cities,PEND
BRASIL,"06462120",Ext West Cities,PEND
BRASIL,"06462300",Ext West Cities,PEND
BRASIL,"06462460",Ext West Cities,PEND
BRASIL,"06463170",Ext West Cities,PEND
BRASIL,"06463180",Ext West Cities,PEND
BRASIL,"06463260",Ext West Cities,PEND
BRASIL,"06465030",Ext West Cities,PEND
BRASIL,"06465134",Ext West Cities,PEND
BRASIL,"06470010",Ext West Cities,PEND
BRASIL,"06472001",Ext West Cities,PEND
BRASIL,"06473000",Ext West Cities,PEND
BRASIL,"06501001",Ext West Cities,PEND
BRASIL,"06501070",Ext West Cities,PEND
BRASIL,"06501200",Ext West Cities,PEND
BRASIL,"06501210",Ext West Cities,PEND
BRASIL,"06502001",Ext West Cities,PEND
BRASIL,"06502030",Ext West Cities,PEND
BRASIL,"06502045",Ext West Cities,PEND
BRASIL,"06502090",Ext West Cities,PEND
BRASIL,"06502165",Ext West Cities,PEND
BRASIL,"06502210",Ext West Cities,PEND
BRASIL,"06502325",Ext West Cities,PEND
BRASIL,"06503180",Ext West Cities,PEND
BRASIL,"06505030",Ext West Cities,PEND
BRASIL,"06506040",Ext West Cities,PEND
BRASIL,"06513010",Ext West Cities,PEND
BRASIL,"06513030",Ext West Cities,PEND
BRASIL,"06513100",Ext West Cities,PEND
BRASIL,"06513200",Ext West Cities,PEND
BRASIL,"06513205",Ext West Cities,PEND
BRASIL,"06513210",Ext West Cities,PEND
BRASIL,"06513265",Ext West Cities,PEND
BRASIL,"06514001",Ext West Cities,PEND
BRASIL,"06514105",Ext West Cities,PEND
BRASIL,"06514235",Ext West Cities,PEND
BRASIL,"06515005",Ext West Cities,PEND
BRASIL,"06515010",Ext West Cities,PEND
BRASIL,"06515090",Ext West Cities,PEND
BRASIL,"06515200",Ext West Cities,PEND
BRASIL,"06515360",Ext West Cities,PEND
BRASIL,"06516050",Ext West Cities,PEND
BRASIL,"06516090",Ext West Cities,PEND
BRASIL,"06519450",Ext West Cities,PEND
BRASIL,"06523010",Ext West Cities,PEND
BRASIL,"06523030",Ext West Cities,PEND
BRASIL,"06525001",Ext West Cities,PEND
BRASIL,"06525055",Ext West Cities,PEND
BRASIL,"06528001",Ext West Cities,PEND
BRASIL,"06528088",Ext West Cities,PEND
BRASIL,"06528090",Ext West Cities,PEND
BRASIL,"06528305",Ext West Cities,PEND
BRASIL,"06528330",Ext West Cities,PEND
BRASIL,"06528425",Ext West Cities,PEND
BRASIL,"06529185",Ext West Cities,PEND
BRASIL,"06529190",Ext West Cities,PEND
BRASIL,"06529210",Ext West Cities,PEND
BRASIL,"06529302",Ext West Cities,PEND
BRASIL,"06529305",Ext West Cities,PEND
BRASIL,"06529335",Ext West Cities,PEND
BRASIL,"06529350",Ext West Cities,PEND
BRASIL,"06530001",Ext West Cities,PEND
BRASIL,"06530020",Ext West Cities,PEND
BRASIL,"06530030",Ext West Cities,PEND
BRASIL,"06530075",Ext West Cities,PEND
BRASIL,"06530205",Ext West Cities,PEND
BRASIL,"06530240",Ext West Cities,PEND
BRASIL,"06530245",Ext West Cities,PEND
BRASIL,"06530447",Ext West Cities,PEND
BRASIL,"06530541",Ext West Cities,PEND
BRASIL,"06530971",Ext West Cities,PEND
BRASIL,"06532040",Ext West Cities,PEND
BRASIL,"06533100",Ext West Cities,PEND
BRASIL,"06533350",Ext West Cities,PEND
BRASIL,"06534030",Ext West Cities,PEND
BRASIL,"06534130",Ext West Cities,PEND
BRASIL,"06535001",Ext West Cities,PEND
BRASIL,"06535105",Ext West Cities,PEND
BRASIL,"06535125",Ext West Cities,PEND
BRASIL,"06535204",Ext West Cities,PEND
BRASIL,"06535255",Ext West Cities,PEND
BRASIL,"06535415",Ext West Cities,PEND
BRASIL,"06537001",Ext West Cities,PEND
BRASIL,"06537085",Ext West Cities,PEND
BRASIL,"06537195",Ext West Cities,PEND
BRASIL,"06539010",Ext West Cities,PEND
BRASIL,"06540170",Ext West Cities,PEND
BRASIL,"06541015",Ext West Cities,PEND
BRASIL,"06541065",Ext West Cities,PEND
BRASIL,"06541075",Ext West Cities,PEND
BRASIL,"06544072",Ext West Cities,PEND
BRASIL,"06600010",Ext West Cities,PEND
BRASIL,"06600070",Ext West Cities,PEND
BRASIL,"06600140",Ext West Cities,PEND
BRASIL,"06600180",Ext West Cities,PEND
BRASIL,"06602145",Ext West Cities,PEND
BRASIL,"06602150",Ext West Cities,PEND
BRASIL,"06602230",Ext West Cities,PEND
BRASIL,"06602330",Ext West Cities,PEND
BRASIL,"06604000",Ext West Cities,PEND
BRASIL,"06604020",Ext West Cities,PEND
BRASIL,"06604030",Ext West Cities,PEND
BRASIL,"06604063",Ext West Cities,PEND
BRASIL,"06604070",Ext West Cities,PEND
BRASIL,"06604090",Ext West Cities,PEND
BRASIL,"06604120",Ext West Cities,PEND
BRASIL,"06604150",Ext West Cities,PEND
BRASIL,"06604210",Ext West Cities,PEND
BRASIL,"06606130",Ext West Cities,PEND
BRASIL,"06606260",Ext West Cities,PEND
BRASIL,"06606325",Ext West Cities,PEND
BRASIL,"06608000",Ext West Cities,PEND
BRASIL,"06608070",Ext West Cities,PEND
BRASIL,"06608245",Ext West Cities,PEND
BRASIL,"06608275",Ext West Cities,PEND
BRASIL,"06608290",Ext West Cities,PEND
BRASIL,"06612000",Ext West Cities,PEND
BRASIL,"06612250",Ext West Cities,PEND
BRASIL,"06616030",Ext West Cities,PEND
BRASIL,"06616110",Ext West Cities,PEND
BRASIL,"06618010",Ext West Cities,PEND
BRASIL,"06620020",Ext West Cities,PEND
